name,price,image_URL
Everteen Xl Cottony-Soft Sanitary Pads (Neem | Safflower) Pack Of 2 | 20 Pads Each,₹190,https://cdn01.pharmeasy.in/dam/products_otc/Q67304/everteen-xl-cottony-soft-sanitary-pads-neem-safflower-pack-of-2-20-pads-each-2-1687429162.jpg?dim=700x0&dpr=1&q=100
Mederma Pm Intensive Overnight Cream 10gm (Free Revlon Tough & Glow Creme Face Wash 20gm),₹485,https://cdn01.pharmeasy.in/dam/products_otc/N71695/mederma-pm-intensive-overnight-cream-10gm-free-revlon-tough-glow-creme-face-wash-20gm-1-1706007061.jpg?dim=700x0&dpr=1&q=100
"Wonderize Dry Comfort Xl Sanitary Napkins For Women, 40 Sanitary Pads (Combo Of 5) Size - 275 Mm",₹300,https://cdn01.pharmeasy.in/dam/products_otc/S61527/wonderize-dry-comfort-xl-sanitary-napkins-for-women-40-sanitary-pads-combo-of-5-size-275-mm-2-1672044998.jpg?dim=700x0&dpr=1&q=100
Bio-Oil Specialist Skin Care Oil - Scars Stretch Mark Ageing Uneven Skin Tone 60 Ml,₹625,https://cdn01.pharmeasy.in/dam/products_otc/I05890/bio-oil-specialist-skin-care-oil-scars-stretch-mark-ageing-uneven-skin-tone-60-ml-1-1669634988.jpg?dim=700x0&dpr=1&q=100
Sirona Reusable Size S Menstrual Cup,₹399,https://cdn01.pharmeasy.in/dam/products_otc/I48476/sirona-reusable-size-s-menstrual-cup-2-1678861465.jpg?dim=700x0&dpr=1&q=100
"Everteen Xl Cottony-Soft Sanitary Pads (Neem, Safflower) Pack Of 4, 20 Pads Each",₹380,https://cdn01.pharmeasy.in/dam/products_otc/X05286/everteen-xl-cottony-soft-sanitary-pads-neem-safflower-pack-of-4-20-pads-each-6.1-1688046974.jpg?dim=700x0&dpr=1&q=100
Plush Pure Cotton Sanitary Pads With Individual Disposable Pouch|100% Rash Free|5l+4xl Sanitary Pads,₹225,https://cdn01.pharmeasy.in/dam/products_otc/O45626/plush-pure-cotton-sanitary-pads-with-individual-disposable-pouch100-rash-free5l4xl-sanitary-pads-2-1723099017.jpg?dim=700x0&dpr=1&q=100
Pee Safe Reusable Menstrual Cup With Medical Grade Silcone For Women - Extra Small,₹349,https://cdn01.pharmeasy.in/dam/products_otc/B09706/pee-safe-reusable-menstrual-cup-with-medical-grade-silcone-for-women-extra-small-2-1703830079.jpg?dim=700x0&dpr=1&q=100
Stayfree Advanced All Nights Ultra Soft Xxl 7 Sanitary Pads,₹100,https://cdn01.pharmeasy.in/dam/products_otc/A68465/stayfree-advanced-all-nights-ultra-soft-xxl-7-sanitary-pads-2-1691754926.jpg?dim=700x0&dpr=1&q=100
Rejuglow Gel 30gm,₹399,https://cdn01.pharmeasy.in/dam/products/J45601/rejuglow-gel-30gm-1-1641303202.jpg?dim=700x0&dpr=1&q=100
Everteen Xxl Sanitary Napkin Pads With Cottony-Dry Top Layer For Women 2 Packs | 320mm,₹798,https://cdn01.pharmeasy.in/dam/products_otc/O31593/everteen-xxl-sanitary-napkin-pads-with-cottony-dry-top-layer-for-women-2-packs-320mm-2-1695795447.jpg?dim=700x0&dpr=1&q=100
Plush 100% Reusable Menstrual Cup For Women With Cotton Pouch | Size Extra Small,₹599,https://cdn01.pharmeasy.in/dam/products_otc/C60118/plush-100-reusable-menstrual-cup-for-women-with-cotton-pouch-size-extra-small-2-1702386579.jpg?dim=700x0&dpr=1&q=100
Nua Ultra Thin Sanitary Pads For Women All L: 30 Pads X (Pack Of 2) Sanitary Pad (Pack Of 2),N/A,https://cdn01.pharmeasy.in/dam/products_otc/F17104/nua-ultra-thin-sanitary-pads-for-women-all-l-30-pads-x-pack-of-2-sanitary-pad-pack-of-2-2-1704788877.jpg?dim=700x0&dpr=1&q=100
Ayouthveda Vagitone Intimatev Hygiene Wash.,₹175,https://cdn01.pharmeasy.in/dam/products_otc/W73780/ayouthveda-vagitone-intimatev-hygiene-wash-2-1695119749.jpg?dim=700x0&dpr=1&q=100
Sirona Premium Digital Tampon (Heavy Flow) Packet Of 20,₹315,https://cdn01.pharmeasy.in/dam/products_otc/I48474/sirona-premium-digital-tampon-heavy-flow-packet-of-20-2-1652368490.jpg?dim=700x0&dpr=1&q=100
Peesafe Pee Safe Reusable Menstrual Cup With Medical Grade Silcone For Women - Large,₹349,https://cdn01.pharmeasy.in/dam/products_otc/G18534/peesafe-pee-safe-reusable-menstrual-cup-with-medical-grade-silcone-for-women-large-2-1709702825.jpg?dim=700x0&dpr=1&q=100
"Vigini Vaginal Intimate Whitening Feminine Hygiene V Wash, Breast Bust Enlargement Enhancer Firming",₹850,https://cdn01.pharmeasy.in/dam/products_otc/Z62416/vigini-vaginal-intimate-whitening-feminine-hygiene-v-wash-breast-bust-enlargement-enhancer-firming-2-1670994845.jpg?dim=700x0&dpr=1&q=100
Heyday Reusable Medium + Heyday Large Menstrual Cup Combo (1 Cup | Regular + Heavy Flow),₹999,https://cdn01.pharmeasy.in/dam/products_otc/E75447/heyday-reusable-medium-heyday-large-menstrual-cup-combo-1-cup-regular-heavy-flow-2-1671742444.jpg?dim=700x0&dpr=1&q=100
Sheneed 24 Hours Protection Feminine Intimate Wash - 200 Ml,₹400,https://cdn01.pharmeasy.in/dam/products_otc/L18713/sheneed-24-hours-protection-feminine-intimate-wash-200-ml-2-1671744106.jpg?dim=700x0&dpr=1&q=100
Sirona Natural Ultra Soft Superr Pads ( 420mm ) - 8 Pieces,₹289,https://cdn01.pharmeasy.in/dam/products_otc/L91868/sirona-natural-ultra-soft-superr-pads-420mm-8-pieces-2-1641790089.jpg?dim=700x0&dpr=1&q=100
Sanfe Reusable Menstrual Cup With No Rashes Leakage Or Odor - Premium Design For Women - Large,₹499,https://cdn01.pharmeasy.in/dam/products_otc/K58148/sanfe-reusable-menstrual-cup-with-no-rashes-leakage-or-odor-premium-design-for-women-large-2-1641790059.jpg?dim=700x0&dpr=1&q=100
Pee Safe Toilet Seat Sanitizer Spray (50ml - Pack Of 2) - Mint |Kills 99.9% Germs & Travel Friendly,₹240,https://cdn01.pharmeasy.in/dam/products_otc/A38692/pee-safe-toilet-seat-sanitizer-spray-50ml-pack-of-2-mint-kills-999-germs-travel-friendly-2-1690436182.jpg?dim=700x0&dpr=1&q=100
Femzy Pregnancy & Breastfeeding Pillow (Grey) 2500g,₹2999,https://cdn01.pharmeasy.in/dam/products_otc/H62679/femzy-pregnancy-breastfeeding-pillow-grey-2500g-2-1644583552.jpg?dim=700x0&dpr=1&q=100
Vigini Vaginal V Intimate Feminine Hygiene Wash + Breast Enlargement Enhancer Bust Firming Cream,₹850,https://cdn01.pharmeasy.in/dam/products_otc/N00093/vigini-vaginal-v-intimate-whitening-feminine-hygiene-wash-breast-enlargement-enhancer-bust-firming-2-1721898273.jpg?dim=700x0&dpr=1&q=100
Sheneed Feminine Intimate Wipes With Chamomile Flower Extract & Vitamin E Oil -10 Wipes,₹200,https://cdn01.pharmeasy.in/dam/products_otc/O52831/sheneed-feminine-intimate-wipes-with-chamomile-flower-extract-vitamin-e-oil-10wipes-2-1684481741.jpg?dim=700x0&dpr=1&q=100
R For Rabbit First Feed Nova,₹3699,https://cdn01.pharmeasy.in/dam/products_otc/A92079/r-for-rabbit-first-feed-nova-2-1710157603.jpg?dim=700x0&dpr=1&q=100
Peesafe Reusable Menstrual Cup For Women - Medium Size With Pouch| Us Fda Registered | Pack Of 1,₹349,https://cdn01.pharmeasy.in/dam/products_otc/O08911/peesafe-reusable-menstrual-cup-for-women-medium-size-with-pouch-us-fda-registered-pack-of-1-2-1709702060.jpg?dim=700x0&dpr=1&q=100
Pee Safe Toilet Seat Sanitizer Spray (50ml - Pack Of 6) - Mint|Kills 99.9% Germs & Travel Friendly,₹720,https://cdn01.pharmeasy.in/dam/products_otc/X35912/pee-safe-toilet-seat-sanitizer-spray-50ml-pack-of-6-mintkills-999-germs-travel-friendly-2-1690435996.jpg?dim=700x0&dpr=1&q=100
Pee Safe 100% Organic Cotton Biodegradable Panty Liners - Pack Of 15,₹199,https://cdn01.pharmeasy.in/dam/products_otc/A38130/pee-safe-100-organic-cotton-biodegradable-panty-liners-pack-of-15-1-1671741665.jpg?dim=700x0&dpr=1&q=100
Nua Ultra Safe Sanitary Pads | Heavy Flow | 50 Pads,₹899,https://cdn01.pharmeasy.in/dam/products_otc/E45965/nua-sanitary-pads-xl-pads-heavy-flow-pack-of-50-2-1704462056.jpg?dim=700x0&dpr=1&q=100
Bbold Menstrual Cups For Women - Black - Small,₹499,https://cdn01.pharmeasy.in/dam/products_otc/M27507/bbold-menstrual-cups-for-women-black-small-2-1694149816.jpg?dim=700x0&dpr=1&q=100
Everteen Daily Panty Liners With Antibacterial Strip For Women - 1 Pack (36pcs),₹199,https://cdn01.pharmeasy.in/dam/products_otc/V99163/everteen-daily-panty-liners-with-antibacterial-strip-for-women-1-pack-36pcs-2-1643448750.jpg?dim=700x0&dpr=1&q=100
Pee Safe Applicator Tampons For Regular Flow 8 Pieces | Leak Proof | Highly Absorbent | Bpa Free,₹265,https://cdn01.pharmeasy.in/dam/products_otc/V95931/pee-safe-applicator-tampons-for-regular-flow-8-pieces-leak-proof-highly-absorbent-bpa-free-2-1721023291.jpg?dim=700x0&dpr=1&q=100
Pee Safe Reusable Sanitary Pads | 5n ( 3 Regular Pads + 1 Overnight Pad + 1 Leak Proof Pouch),N/A,https://cdn01.pharmeasy.in/dam/products_otc/Y12043/pee-safe-reusable-sanitary-pads-5n-3-regular-pads-1-overnight-pad-1-leak-proof-pouch-1-1671742234.jpg?dim=700x0&dpr=1&q=100
Vwash Plus Intimate Wash Bottle Of 350 Ml,₹639,https://cdn01.pharmeasy.in/dam/products_otc/I09346/v-wash-plus-intimate-wash-bottle-of-350-ml-2-1669635087.jpg?dim=700x0&dpr=1&q=100
Tnw-The Natural Wash Body Care Combo With Stretch Mark Oil All Skin Types 115ml,₹780,https://cdn01.pharmeasy.in/dam/products_otc/O19944/tnw-the-natural-wash-body-care-combo-with-stretch-mark-oil-all-skin-types-115ml-2-1688987256.jpg?dim=700x0&dpr=1&q=100
Mom & World Reusable Menstrual Cup For Women Odor And Rash Free No Leakage (Large) X Pack Of 2,₹798,https://cdn01.pharmeasy.in/dam/products_otc/R46761/mom-world-reusable-menstrual-cup-for-women-odor-and-rash-free-no-leakage-large-x-pack-of-2-2-1681452434.jpg?dim=700x0&dpr=1&q=100
Miniscar Cream 30gm,₹115,https://cdn01.pharmeasy.in/dam/products/241810/miniscar-cream-30gm-3-1658155841.jpg?dim=700x0&dpr=1&q=100
Wonderize Ultra Dry Sanitary Napkins - Size Xl - 60 Pads Pack (Combo Of 2) - Uniquely Shaped Flaps,₹750,https://cdn01.pharmeasy.in/dam/products_otc/G18153/wonderize-ultra-dry-sanitary-napkins-size-xl-60-pads-pack-combo-of-2-uniquely-shaped-flaps-2-1681298035.jpg?dim=700x0&dpr=1&q=100
1m Daily Intimate Hygiene Wash | Ph 3.5 | Tube | 100gm,₹96.36,https://cdn01.pharmeasy.in/dam/products_otc/275507/1m-daily-intimate-hygiene-wash-ph-35-tube-100gm-8.1-1723809322.jpg?dim=700x0&dpr=1&q=100
Wonderize Soft Comfort Regular Sanitary Napkins For Women - 80 Pads (Combo Of 4),₹280,https://cdn01.pharmeasy.in/dam/products_otc/Y53860/wonderize-soft-comfort-regular-sanitary-napkins-for-women-80-pads-combo-of-4-2-1681298077.jpg?dim=700x0&dpr=1&q=100
Sirona Premium Digital Tampon Super Plus Heavy Flow - 20 Pieces,₹329,https://cdn01.pharmeasy.in/dam/products_otc/U36925/sirona-premium-digital-tampon-super-plus-heavy-flow-20-pieces-2-1641789692.jpg?dim=700x0&dpr=1&q=100
Plush 100% Reusable Menstrual Cup For Women With Cotton Pouch | Size-Large | Stem For Easy Removal,₹599,https://cdn01.pharmeasy.in/dam/products_otc/N51031/plush-100-reusable-menstrual-cup-for-women-with-cotton-pouch-size-large-stem-for-easy-removal-2-1702387491.jpg?dim=700x0&dpr=1&q=100
Whisper Ultra Hygiene + Comfort Xl Plus (317mm) 50 Sanitary Pads,₹659,https://cdn01.pharmeasy.in/dam/products_otc/B07134/whisper-ultra-hygiene-comfort-xl-plus-317mm-50-sanitary-pads-2-1706014073.jpg?dim=700x0&dpr=1&q=100
Inlife Vash Intimate Wash For Women | Maintains Ph Levels | Intimate Hygiene | 250ml,₹499,https://cdn01.pharmeasy.in/dam/products_otc/H56728/inlife-vash-intimate-wash-for-women-maintains-ph-levels-intimate-hygiene-250ml-2-1687174331.jpg?dim=700x0&dpr=1&q=100
Pee Safe 100% Organic Tampon (Super) | Stain-Free | Ultra Soft & Highly Absorbent | Pack Of 10,₹199,https://cdn01.pharmeasy.in/dam/products_otc/V90025/pee-safe-100-organic-tampon-super-stain-free-ultra-soft-highly-absorbent-pack-of-10-2-1721023359.jpg?dim=700x0&dpr=1&q=100
Gynocup Premium Menstrual Cup For Women Small Size With Wash-100ml (Combo),N/A,https://cdn01.pharmeasy.in/dam/products_otc/N28376/gynocup-premium-menstrual-cup-for-women-small-size-with-wash-100ml-combo-2-1645196536.jpg?dim=700x0&dpr=1&q=100
Wonderize Soft Comfort Regular Sanitary Napkins For Women - 40 Pads (Combo Of 2),N/A,https://cdn01.pharmeasy.in/dam/products_otc/R87476/wonderize-soft-comfort-regular-sanitary-napkins-for-women-40-pads-combo-of-2-2-1672046227.jpg?dim=700x0&dpr=1&q=100
Everteen Yogurt Natural Intimate Wash For Feminine Intimate Hygiene In Teens - 2 Packs (105ml Each),₹420,https://cdn01.pharmeasy.in/dam/products_otc/W03148/everteen-yogurt-natural-intimate-wash-for-feminine-intimate-hygiene-in-teens-2-packs-105ml-each-2-1684905033.jpg?dim=700x0&dpr=1&q=100
"Everteen Xl Cottony-Dry Sanitary Pads (Neem, Safflower) Pack Of 4, 20 Pads Each",₹400,https://cdn01.pharmeasy.in/dam/products_otc/L34238/everteen-xl-cottony-dry-sanitary-pads-neem-safflower-pack-of-4-20-pads-each-2-1684905355.jpg?dim=700x0&dpr=1&q=100
Sirona Reusable Sanitary Pads For Women - Pack Of 4 (3 Regular Pads + 1 Overnight Pad),₹499,https://cdn01.pharmeasy.in/dam/products_otc/L88903/sirona-reusable-sanitary-pads-for-women-pack-of-4-3-regular-pads-1-overnight-pad-2-1677245296.jpg?dim=700x0&dpr=1&q=100
Everteen Large Menstrual Cup For Periods In Women - 1 Pack (30ml Capacity),₹455,https://cdn01.pharmeasy.in/dam/products_otc/L73216/everteen-large-menstrual-cup-for-periods-in-women-1-pack-30ml-capacity-2-1713428418.jpg?dim=700x0&dpr=1&q=100
Wonderize Soft Comfort Xl Sanitary Napkins For Women - 15 Pads - With Disposable Pouch,₹125,https://cdn01.pharmeasy.in/dam/products_otc/X58399/wonderize-soft-comfort-xl-sanitary-napkins-for-women-15-pads-with-disposable-pouch-2-1681298217.jpg?dim=700x0&dpr=1&q=100
Pee Safe Organic Cotton Tampon (Super) - 16 N,₹320,https://cdn01.pharmeasy.in/dam/products_otc/I48611/pee-safe-organic-cotton-tampon-super-16-n-2-1632777214.jpg?dim=700x0&dpr=1&q=100
Mom & World Skin Bio Therapy Oil For Stretch Marks Scars & Skin Toning 200 Ml,₹899,https://cdn01.pharmeasy.in/dam/products_otc/P39826/mom-world-skin-bio-therapy-oil-for-stretch-marks-scars-skin-toning-200-ml-2-1681452457.jpg?dim=700x0&dpr=1&q=100
R For Rabbit First Feed Comfort Plus Breast Pump White,₹4293,https://cdn01.pharmeasy.in/dam/products_otc/P04726/r-for-rabbit-first-feed-comfort-plus-breast-pump-white-2-1671743887.jpg?dim=700x0&dpr=1&q=100
"Wonderize Soft Comfort Cotton Sanitary Napkins For Women 70 Sanitary Pads (Combo Of 10) - 275mm, Xl",₹400,https://cdn01.pharmeasy.in/dam/products_otc/H60964/wonderize-soft-comfort-cotton-sanitary-napkins-for-women-70-sanitary-pads-combo-of-10-275mm-xl-2-1681298287.jpg?dim=700x0&dpr=1&q=100
Everteen Small Menstrual Cup For Periods In Women - 1 Pack (23ml Capacity),₹435,https://cdn01.pharmeasy.in/dam/products_otc/M21174/everteen-small-menstrual-cup-for-periods-in-women-1-pack-23ml-capacity-2-1713428407.jpg?dim=700x0&dpr=1&q=100
Amrutanjan Comfy Snug Fit Regular Box Of 16 Tampons,N/A,https://cdn01.pharmeasy.in/dam/products_otc/G01897/amrutanjan-comfy-snug-fit-regular-box-of-16-tampons-2-1697103470.jpg?dim=700x0&dpr=1&q=100
"Everteen Daily Panty Liners With Antibacterial Strip|Light Discharge & Leakage - 3 Packs, 30pcs Each",₹498,https://cdn01.pharmeasy.in/dam/products_otc/F48336/everteen-daily-panty-liners-with-antibacterial-striplight-discharge-leakage-3-packs-30pcs-each-2-1684905130.jpg?dim=700x0&dpr=1&q=100
Bbold Menstrual Cups For Women - White - Extra Small,₹499,https://cdn01.pharmeasy.in/dam/products_otc/J13416/bbold-menstrual-cups-for-women-white-extra-small-2-1694150012.jpg?dim=700x0&dpr=1&q=100
Pee Safe Viscose Tampons For Periods | Regular Flow | Fragrance Free | Fda Approved | Pack Of 20,₹279,https://cdn01.pharmeasy.in/dam/products_otc/Q36056/pee-safe-viscose-tampons-for-periods-regular-flow-fragrance-free-fda-approved-pack-of-20-2-1721023727.jpg?dim=700x0&dpr=1&q=100
"Everteen Xl Cottony-Soft Sanitary Pads (Neem, Safflower) Pack Of 3, 20 Pads Each",₹285,https://cdn01.pharmeasy.in/dam/products_otc/M92013/everteen-xl-cottony-soft-sanitary-pads-neem-safflower-pack-of-3-20-pads-each-2-1687429161.jpg?dim=700x0&dpr=1&q=100
"Vigini Vaginal V Intimate Whitening Feminine Hygiene Gel, Breast Enlargement Bust Firming Tightening",₹1050,https://cdn01.pharmeasy.in/dam/products_otc/J58789/vigini-vaginal-v-intimate-whitening-feminine-hygiene-gel-breast-enlargement-bust-firming-tightening-2-1670995040.jpg?dim=700x0&dpr=1&q=100
Sheneed Feminine Vaginal Douche-Odor Control - 133 Ml,₹399,https://cdn01.pharmeasy.in/dam/products_otc/A22773/sheneed-feminine-vaginal-douche-odor-control-133-ml-2-1671745028.jpg?dim=700x0&dpr=1&q=100
